0x09F82Ccd6baE2AeBe46bA7dd2cf08d87355ac430,70000000000000000000000000
0x9B5ea8C719e29A5bd0959FaF79C9E5c8206d0499, 2083333333333330000000000
0x91e4f4bC6aE705Eb4e939C147133558c0f906Eeb,  701388888888889000000000
0xF30026fe8a2C0D01b70B1949Ceaf2e09EFd8B4A5, 3504629629629630000000000
0x9B4bF7Ec2883b80784295a4aA0a0F6d02fC37FB5, 5587962962962960000000000
0xe5D0Ef77AED07C302634dC370537126A2CD26590, 5365740740740740000000000
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa, 2810185185185190000000000
0xB93994e2efCAed3E88C538F68eC6A2587C3E2ebF, 1870370370370370000000000
0x2447eb3244Cc562a899978a758F2b9b065527CcC,  701388888888889000000000
0x09b2Dd967305ce5A7209243Ae865193401A985e7,  935185185185185000000000
0x67E3ea119E141406c37e2CA783b749Fe1437673f,  944444444444444000000000
0x2D81713c58452c92C19b2917e1C770eEcF53Fe41,  375000000000000000000000
0x096CA3674329bB66dD7CC14D1511dfB7728b9193,  231481481481482000000000
0xcB46219bA114245c3A18761E4f7891f9C4BeF8c0,   92592592592592600000000
0x92927adC6331B20eF9512303c83668a92105C3c1,   23148148148148200000000
0xf948Ef8C4E68004F5fA66C930D5989dFD9F15Fe1,  277777777777778000000000
0x6724f3fbb16f542401bfc42c464ce91b6c31001e,  370370370370370000000000
0xb0325DbE7fA891436E83A094f9F12848c78e449b,  370370370370370000000000
0xF56669a8cAae191E431160B3F40571E26cE4B04e,  115740740740741000000000
0xBfaA7e5196081044190420D7215757caA27E13De,  231481481481482000000000
0x7fCAf93cc92d51c490FFF701fb2C6197497a80db,  115740740740741000000000
0xa083Afa219BB7d21c5a72CaCAaDB99Cc1dA6dd98,  231481481481482000000000
0x15a4C23e7E405CC6794aE10782042aeA9d7eA959,  231481481481482000000000
0x4521115998a7d13041F20aE4224CB967E35d61D8,  231481481481482000000000
0x13443DCD2C555716A81EF7018AB4CCFB38946F95,  231481481481482000000000
0x60ca41Bd3C215BB2d7e3B04510d8643909a7A429,   92592592592592600000000
0xcf5d9da2b167ab92d6737770adc70930d9ecc932,   46296296296296300000000
0x9074485A2B1D4060B2cA3D808FD82e4629202Ee3,   34722222222222200000000
0x24379243dFb21D42781Dc7E9203E4531ed11Cd3c,   23148148148148200000000
0xC5b8dBAc4c1d3F152cDeb400E2313F309c410aCb,   46296296296296300000000
0x8d07D225a769b7Af3A923481E1FdF49180e6A265,   46296296296296300000000
0xcF407E4a4Ff843859C41093A6D685f332FEdfe15,   69444444444444400000000
0x7850df8f7AF946B02EB43D5544C94dBbA94394Dc,    9259259259259260000000
0x049aEbDF43417e90640d89fB6C800805f3C08Ed1,   69444444444444400000000
0x2E939c4Ff39445cD5062935770F0Abf98e9ff99d,   46296296296296300000000
0x3B29C6e356f9445b693aBb5df42FBC932062E0Fb,  115740740740741000000000
0x51D92EC2224592690FE56419BE4e5e085edd89Eb,  115740740740741000000000
0x0b304924fAa64b0f040dcA67bC5175Dd6078db52,  115740740740741000000000
0xEDEa049B889796B550716F1399eB0661Daf42c9E,  277777777777778000000000
0xA9aCd2b94F4F4B69c79187b152B67cd0C35010F9,  321759259259259000000000
